date,verse_title,phrase_indices,score,matches_woodruff,matches_scriptures,volume_title
"August 20, 1843 ",2 Corinthians 4:3,"[(6615, 1315)]",0.80067,it be hid from them that are lost and I,But if our gospel be hid it is hid to them that are lost,New Testament
"March 10, 1844 ",John 1:8,"[(8676, 1231)]",0.80059,sent to bear witness of that light He told the,He was not that Light but was sent to bear witness of that Light,New Testament
"August 8, 1844 ",Joseph Smith--History 1:14,"[(6806, 3202)]",0.80048,the first time in my life for the first time,was the first time in my life that I had,Pearl of Great Price
"January 21, 1847 ",Doctrine and Covenants 136:30,"[(17790, 3037), (17791, 3038)]",0.80003,are in mine hands and I will do my pleasure with them My people must be tried in all things,Fear not thine enemies for they are in mine hands and I will do my pleasure with them My people must be tried in all things that they,Doctrine and Covenants
"January 21, 1847 ",Doctrine and Covenants 136:3,"[(17724, 2996)]",0.7999,Captains of Hundreds Captains of Fifties and Captains of Tens,of fifties and captains of tens with a president and,Doctrine and Covenants
"December 31, 1840 ",Doctrine and Covenants 68:25,"[(3011, 2504)]",0.79936,the gift of the Holy Ghost ^and power^ of the,and the gift of the Holy Ghost by the laying,Doctrine and Covenants
"April 15, 1837 ",Deuteronomy 33:17,"[(1009, 254)]",0.79912,Joseph OT to push the people together to the ends,he shall push the people together to the ends of,Old Testament
"December 31, 1840 ",2 Nephi 33:1,"[(3011, 1644)]",0.79893,the gift of the Holy Ghost ^and power^ of the,the power of the Holy Ghost the power of the,Book of Mormon
"January 1, 1853 ",Doctrine and Covenants 86:10,"[(23053, 2588)]",0.79881,the mouths of his Holy Prophets since the world began,of all things spoken by the mouths of all the holy prophets since the world began,Doctrine and Covenants
"January 20, 1872 ",John 3:8,"[(15583, 1233)]",0.79856,"still small voice ""The wind Bloweth where it listeth and",The wind bloweth where it listeth and thou hearest the,New Testament
"August 24, 1844 ",Doctrine and Covenants 20:79,"[(1670, 2313)]",0.79839,And we ask God the Eternal Father in the name,O God the Eternal Father we ask thee in the,Doctrine and Covenants
"August 24, 1844 ",Moroni 5:2,"[(1670, 2198)]",0.79839,And we ask God the Eternal Father in the name,O God the Eternal Father we ask thee in the,Book of Mormon
"August 24, 1844 ",Moroni 4:3,"[(1670, 2189)]",0.79839,And we ask God the Eternal Father in the name,O God the Eternal Father we ask thee in the,Book of Mormon
"August 24, 1844 ",Doctrine and Covenants 20:77,"[(1670, 2304)]",0.79839,And we ask God the Eternal Father in the name,O God the Eternal Father we ask thee in the,Doctrine and Covenants
"January 21, 1847 ",Numbers 26:4,"[(17772, 170)]",0.79817,the children of Israel out of the Land of Egypt,of Israel which went forth out of the land of Egypt,Old Testament
"August 16, 1844 ",2 Nephi 33:1,"[(7061, 1644)]",0.79803,the power of the Holy Priesthood and the Holy Ghost,the power of the Holy Ghost the power of the,Book of Mormon
"January 21, 1847 ",Doctrine and Covenants 136:38,"[(17818, 3057)]",0.79779,lay and was faithful and I took him to myself,Which foundation he did lay and was faithful and I took him to myself,Doctrine and Covenants
"March 10, 1844 ",Joseph Smith--History 1:39,"[(8752, 3233)]",0.79774,turn the hearts of the Fathers to the children and,to the fathers and the hearts of the children shall,Pearl of Great Price
"January 21, 1844 ",Joseph Smith--History 1:39,"[(10708, 3233)]",0.79774,turn the hearts of the fathers to the children and,to the fathers and the hearts of the children shall,Pearl of Great Price
"April 30, 1843 ",Articles of Faith 1:4,"[(8454, 3290)]",0.79632,gift of the Holy Ghost by the laying on of,fourth Laying on of hands for the gift of the Holy Ghost,Pearl of Great Price
"April 30, 1846 ",Hebrews 2:6,"[(16991, 1351)]",0.79625,mindful of him or the sun of man that thou,man that thou art mindful of him or the son of man that thou visitest him,New Testament
"October 21, 1855 ",Doctrine and Covenants 49:23,"[(12851, 2427)]",0.79607,Earth but look forth for the Heavens to be shaken,for the heavens to be shaken and the earth to,Doctrine and Covenants
"March 10, 1844 ",Nehemiah 12:22,"[(8748, 671)]",0.79606,by this in the last days in the days of,The Levites in the days of Eliashib Joiada and Johanan,Old Testament
"October 20, 1855 ",Doctrine and Covenants 76:112,"[(13558, 2530)]",0.79542,dwell they cannot come worlds without End but those who,where God and Christ dwell they cannot come worlds without end,Doctrine and Covenants
"July 1, 1838 ",Doctrine and Covenants 20:68,"[(8123, 2302)]",0.79536,confirmed them by the laying on of hands at my,being confirmed by the laying on of the hands of,Doctrine and Covenants
"June 10, 1845 ",1 Chronicles 6:81,"[(9916, 491)]",0.79497,with her I walked with her on her return home,And Heshbon with her suburbs and Jazer with her suburbs,Old Testament
"June 10, 1845 ",Joshua 21:14,"[(9916, 319)]",0.79497,with her I walked with her on her return home,And Jattir with her suburbs and Eshtemoa with her suburbs,Old Testament
"June 10, 1845 ",Joshua 21:15,"[(9916, 320)]",0.79497,with her I walked with her on her return home,And Holon with her suburbs and Debir with her suburbs,Old Testament
"June 10, 1845 ",1 Chronicles 6:59,"[(9916, 485)]",0.79497,with her I walked with her on her return home,And Ashan with her suburbs and Bethshemesh with her suburbs,Old Testament
"June 10, 1845 ",1 Chronicles 6:68,"[(9916, 486)]",0.79497,with her I walked with her on her return home,And Jokmeam with her suburbs and Bethhoron with her suburbs,Old Testament
"June 10, 1845 ",1 Chronicles 6:69,"[(9916, 487)]",0.79497,with her I walked with her on her return home,And Aijalon with her suburbs and Gathrimmon with her suburbs,Old Testament
"June 10, 1845 ",1 Chronicles 6:73,"[(9916, 488)]",0.79497,with her I walked with her on her return home,And Ramoth with her suburbs and Anem with her suburbs,Old Testament
"June 10, 1845 ",1 Chronicles 6:75,"[(9916, 489)]",0.79497,with her I walked with her on her return home,And Hukok with her suburbs and Rehob with her suburbs,Old Testament
"October 20, 1855 ",Acts 4:12,"[(13521, 1276)]",0.79483,name given under Heaven whereby men can be saved we,none other name under heaven given among men whereby we must be saved,New Testament
"January 13, 1856 ",Nehemiah 7:54,"[(12522, 647)]",0.79478,to the children and the hearts of the children to,The children of Bazlith the children of Mehida the children of Harsha,Old Testament
"January 13, 1856 ",Nehemiah 7:51,"[(12522, 644)]",0.79478,to the children and the hearts of the children to,The children of Gazzam the children of Uzza the children of Phaseah,Old Testament
"January 13, 1856 ",Nehemiah 7:52,"[(12522, 645)]",0.79478,to the children and the hearts of the children to,The children of Besai the children of Meunim the children of Nephishesim,Old Testament
"January 13, 1856 ",Nehemiah 7:53,"[(12522, 646)]",0.79478,to the children and the hearts of the children to,The children of Bakbuk the children of Hakupha the children of Harhur,Old Testament
"January 13, 1856 ",Ezra 2:50,"[(12522, 602)]",0.79478,to the children and the hearts of the children to,The children of Asnah the children of Mehunim the children of Nephusim,Old Testament
"January 13, 1856 ",Nehemiah 7:55,"[(12522, 648)]",0.79478,to the children and the hearts of the children to,The children of Barkos the children of Sisera the children of Tamah,Old Testament
"January 13, 1856 ",Nehemiah 7:56,"[(12522, 649)]",0.79478,to the children and the hearts of the children to,The children of Neziah the children of Hatipha,Old Testament
"January 13, 1856 ",Nehemiah 7:58,"[(12522, 651)]",0.79478,to the children and the hearts of the children to,The children of Jaala the children of Darkon the children of Giddel,Old Testament
"January 13, 1856 ",Nehemiah 7:49,"[(12522, 642)]",0.79478,to the children and the hearts of the children to,The children of Hanan the children of Giddel the children of Gahar,Old Testament
"January 13, 1856 ",Nehemiah 7:50,"[(12522, 643)]",0.79478,to the children and the hearts of the children to,The children of Reaiah the children of Rezin the children of Nekoda,Old Testament
"January 13, 1856 ",Ezra 2:51,"[(12522, 603)]",0.79478,to the children and the hearts of the children to,The children of Bakbuk the children of Hakupha the children of Harhur,Old Testament
"January 13, 1856 ",Ezra 2:48,"[(12522, 600)]",0.79478,to the children and the hearts of the children to,The children of Rezin the children of Nekoda the children of Gazzam,Old Testament
"January 13, 1856 ",Ezra 2:54,"[(12522, 606)]",0.79478,to the children and the hearts of the children to,The children of Neziah the children of Hatipha,Old Testament
"January 13, 1856 ",Ezra 2:45,"[(12522, 597)]",0.79478,to the children and the hearts of the children to,The children of Lebanah the children of Hagabah the children of Akkub,Old Testament
"January 13, 1856 ",Ezra 2:44,"[(12522, 596)]",0.79478,to the children and the hearts of the children to,The children of Keros the children of Siaha the children of Padon,Old Testament
"January 13, 1856 ",Ezra 2:52,"[(12522, 604)]",0.79478,to the children and the hearts of the children to,The children of Bazluth the children of Mehida the children of Harsha,Old Testament
"January 13, 1856 ",Ezra 2:53,"[(12522, 605)]",0.79478,to the children and the hearts of the children to,The children of Barkos the children of Sisera the children of Thamah,Old Testament
"January 13, 1856 ",Ezra 2:49,"[(12522, 601)]",0.79478,to the children and the hearts of the children to,The children of Uzza the children of Paseah the children of Besai,Old Testament
"January 13, 1856 ",Ezra 2:47,"[(12522, 599)]",0.79478,to the children and the hearts of the children to,The children of Giddel the children of Gahar the children of Reaiah,Old Testament
"January 13, 1856 ",Ezra 2:46,"[(12522, 598)]",0.79478,to the children and the hearts of the children to,The children of Hagab the children of Shalmai the children of Hanan,Old Testament
"January 13, 1856 ",Nehemiah 7:48,"[(12522, 641)]",0.79478,to the children and the hearts of the children to,The children of Lebana the children of Hagaba the children of Shalmai,Old Testament
"January 13, 1856 ",Nehemiah 7:47,"[(12522, 640)]",0.79478,to the children and the hearts of the children to,The children of Keros the children of Sia the children of Padon,Old Testament
"January 13, 1856 ",Ezra 2:56,"[(12522, 608)]",0.79478,to the children and the hearts of the children to,The children of Jaalah the children of Darkon the children of Giddel,Old Testament
"October 12, 1867 ",Mosiah 10:13,"[(16465, 1766)]",0.79438,the Lord heard heard and answered my Prayers and has,the Lord for the Lord heard his prayers and answered,Book of Mormon
"April 30, 1843 ",1 Nephi 13:37,"[(8443, 1495)]",0.79429,of the gift of the Holy Ghost and in no,gift and the power of the Holy Ghost and if,Book of Mormon
"November 16, 1838 ",Doctrine and Covenants 111:7,"[(10765, 2724)]",0.79412,tarry in Kirtland or in the regions round about until,Tarry in this place and in the regions round about,Doctrine and Covenants
"October 9, 1856 ",2 Nephi 33:1,"[(12187, 1644)]",0.79399,full of the Holy Ghost and power of God the,the power of the Holy Ghost the power of the,Book of Mormon
"March 10, 1844 ",Mark 1:4,"[(8662, 1172)]",0.79342,preach repentance and Baptism for the remission of sins and,John did baptize in the wilderness and preach the baptism of repentance for the remission of sins,New Testament
"January 21, 1867 ",Doctrine and Covenants 135:6,"[(16271, 2982)]",0.7924,Book of Mormon and Doctrine and Covenants have taught from,Book of Mormon and this book of Doctrine and Covenants,Doctrine and Covenants
"December 31, 1840 ",Alma 9:21,"[(3011, 1853)]",0.79214,the gift of the Holy Ghost ^and power^ of the,the gift of the Holy Ghost and the gift of translation,Book of Mormon
"October 21, 1855 ",Doctrine and Covenants 49:25,"[(12881, 2434)]",0.79213,the children of men Zion shall flourish upon the Hills,Zion shall flourish upon the hills and rejoice upon the,Doctrine and Covenants
"January 21, 1847 ",Doctrine and Covenants 136:21,"[(17770, 3025)]",0.79138,the God of your Fathers the God of Abraham and,even the God of your fathers the God of Abraham and of Isaac and of Jacob,Doctrine and Covenants
"June 13, 1847 ",Alma 48:15,"[(24985, 1973)]",0.79096,faithful in keeping the commandments of God I have taken,if they were faithful in keeping the commandments of God,Book of Mormon
